0 0
0.001000 2.33218
0.002000 2.39846
0.005000 2.31337
0.008000 2.2414
0.010000 2.21478
0.015000 2.19636
0.020000 2.21732
0.025000 2.25848
0.030000 2.31063
0.035000 2.36897
0.040000 2.43079
0.045000 2.58733
0.050000 2.79618
0.055000 3.01102
0.060000 3.22951
0.070000 3.67043
0.080000 4.10796
0.090000 4.53492
0.100000 4.94668
0.120000 5.71203
0.140000 6.4011
0.160000 7.01292
0.180000 7.55479
0.200000 8.03569
0.250000 9.0278
0.300000 9.80537
0.350000 10.4414
0.400000 10.9794
0.450000 11.4456
0.500000 11.856
0.600000 12.8027
0.700000 13.5562
0.800000 14.1568
0.900000 14.6394
1.000000 15.0288
1.250000 15.7052
1.500000 16.0934
1.750000 16.2985
2.000000 16.383
2.250000 16.3859
2.500000 16.3326
3.000000 16.1198
3.500000 15.765
4.000000 15.3768
4.500000 14.9973
5.000000 14.6303
5.500000 14.2773
6.000000 13.9389
6.500000 13.6151
7.000000 13.3055
7.500000 13.0095
8.000000 12.7266
8.500000 12.4561
9.000000 12.1972
9.500000 11.9493
10.000000 11.7118
11.000000 11.2782
12.000000 10.8701
13.000000 10.4876
14.000000 10.1297
15.000000 9.79528
16.000000 9.48275
17.000000 9.19062
18.000000 8.91679
19.000000 8.66049
20.000000 8.4205
21.000000 8.19452
22.000000 7.9827
23.000000 7.78311
24.000000 7.59532
25.000000 7.4182
27.000000 7.09321
29.000000 6.80271
31.000000 6.54073
33.000000 6.30147
35.000000 6.0823
38.000000 5.78584
41.000000 5.52222
44.000000 5.28619
47.000000 5.07353
50.000000 4.88084
55.000000 4.59633
60.000000 4.34957
65.000000 4.13314
70.000000 3.94142
75.000000 3.76876
80.000000 3.61354
85.000000 3.47303
90.000000 3.34534
95.000000 3.22901
100.000000 3.12239
105.000000 3.02423
110.000000 2.9339
115.000000 2.85003
120.000000 2.77243
125.000000 2.70007
130.000000 2.63277
135.000000 2.56968
140.000000 2.51079
145.000000 2.45526
150.000000 2.40322
155.000000 2.35409
160.000000 2.30774
165.000000 2.26402
170.000000 2.22247
175.000000 2.1832
180.000000 2.14592
185.000000 2.1104
190.000000 2.07669
195.000000 2.04457
200.000000 2.01385
210.000000 1.95667
220.000000 1.90419
230.000000 1.85609
240.000000 1.8117
250.000000 1.77072
260.000000 1.73269
270.000000 1.69741
280.000000 1.66447
290.000000 1.63381
300.000000 1.60501
310.000000 1.57809
320.000000 1.55278
330.000000 1.52896
