0 0
0.001000 0.000136094
0.002000 0.000133383
0.005000 0.00012348
0.008000 0.000119776
0.010000 0.000119195
0.015000 0.000120915
0.020000 0.000124769
0.025000 0.000129496
0.030000 0.000134592
0.035000 0.000139822
0.040000 0.000145073
0.045000 0.000150283
0.050000 0.000155423
0.055000 0.000165915
0.060000 0.000179794
0.070000 0.000207848
0.080000 0.000236214
0.090000 0.000264267
0.100000 0.000291683
0.120000 0.00034373
0.140000 0.000391204
0.160000 0.000433676
0.180000 0.000471174
0.200000 0.000503993
0.250000 0.000568567
0.300000 0.000614173
0.350000 0.000647095
0.400000 0.000671741
0.450000 0.000690959
0.500000 0.000706533
0.600000 0.000745233
0.700000 0.000775384
0.800000 0.000798077
0.900000 0.000815413
1.000000 0.000828676
1.250000 0.00084914
1.500000 0.00085744
1.750000 0.000858132
2.000000 0.000853936
2.250000 0.000846564
2.500000 0.000837128
3.000000 0.000814786
3.500000 0.000787177
4.000000 0.000759435
4.500000 0.000733499
5.000000 0.00070925
5.500000 0.000686557
6.000000 0.000665292
6.500000 0.000645334
7.000000 0.000626572
7.500000 0.000608904
8.000000 0.000592239
8.500000 0.000576493
9.000000 0.000561592
9.500000 0.000547469
10.000000 0.000534064
11.000000 0.000512342
12.000000 0.000492165
13.000000 0.000473439
14.000000 0.000456056
15.000000 0.000439911
16.000000 0.000424903
17.000000 0.000410939
18.000000 0.000397912
19.000000 0.000385766
20.000000 0.000374432
21.000000 0.00036381
22.000000 0.000353885
23.000000 0.000344572
24.000000 0.000335841
25.000000 0.00032764
27.000000 0.000312682
29.000000 0.000299426
31.000000 0.000286448
33.000000 0.000273723
35.000000 0.000262269
38.000000 0.000247061
41.000000 0.000233795
44.000000 0.000222106
47.000000 0.000211719
50.000000 0.00020241
55.000000 0.000188859
60.000000 0.00017729
65.000000 0.000167288
70.000000 0.000158544
75.000000 0.000150909
80.000000 0.000144115
85.000000 0.000138026
90.000000 0.000132538
95.000000 0.000127575
100.000000 0.000123058
105.000000 0.000118925
110.000000 0.00011514
115.000000 0.000111646
120.000000 0.000108425
125.000000 0.000105434
130.000000 0.00010266
135.000000 0.000100071
140.000000 9.76591e-05
145.000000 9.53933e-05
150.000000 9.32728e-05
155.000000 9.12763e-05
160.000000 8.93965e-05
165.000000 8.76259e-05
170.000000 8.59475e-05
175.000000 8.43622e-05
180.000000 8.28597e-05
185.000000 8.14314e-05
190.000000 8.00768e-05
195.000000 7.87877e-05
200.000000 7.7557e-05
210.000000 7.52676e-05
220.000000 7.31718e-05
230.000000 7.12531e-05
240.000000 6.94853e-05
250.000000 6.78551e-05
260.000000 6.63445e-05
270.000000 6.49439e-05
280.000000 6.36387e-05
290.000000 6.24241e-05
300.000000 6.12853e-05
310.000000 6.02209e-05
320.000000 5.92211e-05
330.000000 5.82808e-05
