0 0
0.001000 1.63463
0.002000 1.67328
0.005000 1.62055
0.008000 1.58668
0.010000 1.57942
0.015000 1.59292
0.020000 1.63063
0.025000 1.67969
0.030000 1.7343
0.035000 1.79154
0.040000 1.84986
0.045000 1.97135
0.050000 2.13953
0.055000 2.30794
0.060000 2.47467
0.070000 2.79768
0.080000 3.10117
0.090000 3.38179
0.100000 3.63676
0.120000 4.08425
0.140000 4.4555
0.160000 4.76757
0.180000 5.03521
0.200000 5.2698
0.250000 5.76013
0.300000 6.16448
0.350000 6.51427
0.400000 6.82361
0.450000 7.09999
0.500000 7.34821
0.600000 7.93111
0.700000 8.39875
0.800000 8.77215
0.900000 9.07216
1.000000 9.31416
1.250000 9.73469
1.500000 9.97717
1.750000 10.1073
2.000000 10.1635
2.250000 10.1699
2.500000 10.1419
3.000000 10.0205
3.500000 9.81084
4.000000 9.57973
4.500000 9.35338
5.000000 9.13393
5.500000 8.92241
6.000000 8.7192
6.500000 8.52437
7.000000 8.33772
7.500000 8.159
8.000000 7.98785
8.500000 7.82391
9.000000 7.66681
9.500000 7.51617
10.000000 7.37165
11.000000 7.09077
12.000000 6.82538
13.000000 6.57545
14.000000 6.34043
15.000000 6.11952
16.000000 5.91186
17.000000 5.71656
18.000000 5.53242
19.000000 5.35898
20.000000 5.19553
21.000000 5.04075
22.000000 4.8947
23.000000 4.75627
24.000000 4.6252
25.000000 4.50083
27.000000 4.27052
29.000000 4.06212
31.000000 3.88594
33.000000 3.73852
35.000000 3.60419
38.000000 3.42353
41.000000 3.26376
44.000000 3.12126
47.000000 2.99319
50.000000 2.87729
55.000000 2.70628
60.000000 2.55798
65.000000 2.4279
70.000000 2.3127
75.000000 2.20872
80.000000 2.11543
85.000000 2.03118
90.000000 1.95478
95.000000 1.88532
100.000000 1.82179
105.000000 1.76341
110.000000 1.70978
115.000000 1.66007
120.000000 1.61414
125.000000 1.57137
130.000000 1.53162
135.000000 1.49441
140.000000 1.4597
145.000000 1.42701
150.000000 1.39639
155.000000 1.36751
160.000000 1.34029
165.000000 1.31462
170.000000 1.29025
175.000000 1.26721
180.000000 1.24536
185.000000 1.22455
190.000000 1.2048
195.000000 1.186
200.000000 1.16802
210.000000 1.13457
220.000000 1.10389
230.000000 1.07578
240.000000 1.04985
250.000000 1.02593
260.000000 1.00373
270.000000 0.983145
280.000000 0.963936
290.000000 0.946055
300.000000 0.92927
310.000000 0.913578
320.000000 0.89883
