0 0 0
10.00 6.133E+01 1.032E+03
11.00 6.432E+01 1.060E+03
12.00 6.718E+01 1.084E+03
13.00 6.992E+01 1.107E+03
14.00 7.256E+01 1.128E+03
15.00 7.511E+01 1.146E+03
16.00 7.757E+01 1.164E+03
17.00 7.996E+01 1.180E+03
18.00 8.228E+01 1.195E+03
20.00 8.673E+01 1.222E+03
22.50 9.199E+01 1.251E+03
25.00 9.697E+01 1.276E+03
27.50 1.017E+02 1.298E+03
30.00 1.062E+02 1.316E+03
32.50 1.106E+02 1.333E+03
35.00 1.147E+02 1.347E+03
37.50 1.188E+02 1.360E+03
40.00 1.227E+02 1.371E+03
45.00 1.301E+02 1.390E+03
50.00 1.371E+02 1.404E+03
55.00 1.438E+02 1.416E+03
60.00 1.502E+02 1.425E+03
65.00 1.564E+02 1.432E+03
70.00 1.623E+02 1.437E+03
80.00 1.735E+02 1.443E+03
90.00 1.840E+02 1.445E+03
100.00 1.939E+02 1.444E+03
110.00 2.034E+02 1.441E+03
120.00 2.124E+02 1.436E+03
130.00 2.211E+02 1.430E+03
140.00 2.295E+02 1.423E+03
150.00 2.375E+02 1.415E+03
160.00 2.453E+02 1.407E+03
170.00 2.529E+02 1.398E+03
180.00 2.709E+02 1.388E+03
200.00 3.221E+02 1.369E+03
225.00 3.618E+02 1.344E+03
250.00 3.858E+02 1.320E+03
275.00 4.016E+02 1.295E+03
300.00 4.137E+02 1.271E+03
325.00 4.245E+02 1.248E+03
350.00 4.353E+02 1.225E+03
375.00 4.468E+02 1.203E+03
400.00 4.590E+02 1.182E+03
450.00 4.857E+02 1.142E+03
500.00 5.147E+02 1.104E+03
550.00 5.449E+02 1.069E+03
600.00 5.755E+02 1.037E+03
650.00 6.061E+02 1.007E+03
700.00 6.363E+02 9.784E+02
800.00 6.947E+02 9.270E+02
900.00 7.498E+02 8.816E+02
1000.00 8.018E+02 8.411E+02
1100 8.510E+02 8.048E+02
1200 8.977E+02 7.720E+02
1300 9.423E+02 7.422E+02
1400 9.853E+02 7.150E+02
1500 1.027E+03 6.900E+02
1600 1.067E+03 6.670E+02
1700 1.107E+03 6.457E+02
1800 1.146E+03 6.260E+02
2000 1.222E+03 5.905E+02
2250 1.315E+03 5.522E+02
2500 1.408E+03 5.193E+02
2750 1.500E+03 4.906E+02
3000 1.593E+03 4.654E+02
3250 1.685E+03 4.430E+02
3500 1.778E+03 4.229E+02
3750 1.870E+03 4.048E+02
4000 1.963E+03 3.884E+02
4500 2.146E+03 3.598E+02
5000 2.326E+03 3.356E+02
5500 2.502E+03 3.149E+02
6000 2.673E+03 2.968E+02
6500 2.837E+03 2.810E+02
7000 2.995E+03 2.670E+02
8000 3.291E+03 2.431E+02
9000 3.559E+03 2.236E+02
10000 3.802E+03 2.073E+02
11000 4.020E+03 1.935E+02
12000 4.218E+03 1.816E+02
13000 4.397E+03 1.712E+02
14000 4.559E+03 1.620E+02
15000 4.707E+03 1.539E+02
16000 4.843E+03 1.466E+02
17000 4.969E+03 1.401E+02
18000 5.085E+03 1.341E+02
20000 5.295E+03 1.238E+02
22500 5.525E+03 1.131E+02
25000 5.728E+03 1.042E+02
27500 5.913E+03 9.679E+01
30000 6.084E+03 9.042E+01
32500 6.244E+03 8.490E+01
35000 6.396E+03 8.008E+01
37500 6.541E+03 7.582E+01
40000 6.681E+03 7.202E+01
45000 6.947E+03 6.555E+01
50000 7.198E+03 6.023E+01
55000 7.436E+03 5.577E+01
60000 7.661E+03 5.197E+01
65000 7.876E+03 4.870E+01
70000 8.079E+03 4.584E+01
80000 8.456E+03 4.108E+01
90000 8.795E+03 3.729E+01
100000 9.098E+03 3.417E+01
110000 9.369E+03 3.157E+01
120000 9.609E+03 2.937E+01
130000 9.822E+03 2.747E+01
140000 1.001E+04 2.581E+01
150000 1.017E+04 2.436E+01
160000 1.032E+04 2.308E+01
170000 1.044E+04 2.193E+01
180000 1.056E+04 2.089E+01
200000 1.068E+04 1.911E+01
225000 1.071E+04 1.729E+01
250000 1.073E+04 1.581E+01
275000 1.070E+04 1.458E+01
300000 1.065E+04 1.353E+01
325000 1.057E+04 1.263E+01
350000 1.047E+04 1.185E+01
375000 1.036E+04 1.117E+01
400000 1.024E+04 1.057E+01
450000 9.975E+03 9.544E+00
