0 0 0
10.00 4.056E-03 8.033E-02
11.00 4.25E-03 8.209E-02
12.00 4.44E-03 8.367E-02
13.00 4.62E-03 8.508E-02
14.00 4.80E-03 8.635E-02
15.00 4.97E-03 8.751E-02
16.00 5.13E-03 8.856E-02
17.00 5.29E-03 8.952E-02
18.00 5.44E-03 9.039E-02
20.00 5.74E-03 9.194E-02
22.50 6.08E-03 9.354E-02
25.00 6.41E-03 9.486E-02
27.50 6.73E-03 9.595E-02
30.00 7.03E-03 9.685E-02
32.50 7.31E-03 9.760E-02
35.00 7.59E-03 9.821E-02
37.50 7.85E-03 9.872E-02
40.00 8.11E-03 9.914E-02
45.00 8.60E-03 9.974E-02
50.00 9.07E-03 1.001E-01
55.00 9.51E-03 1.003E-01
60.00 9.94E-03 1.003E-01
65.00 1.03E-02 1.002E-01
70.00 1.07E-02 1.000E-01
80.00 1.15E-02 9.948E-02
90.00 1.22E-02 9.873E-02
100.00 1.28E-02 9.784E-02
110.00 1.35E-02 9.688E-02
120.00 1.41E-02 9.586E-02
130.00 1.46E-02 9.480E-02
140.00 1.52E-02 9.373E-02
150.00 1.57E-02 9.266E-02
160.00 1.62E-02 9.158E-02
170.00 1.67E-02 9.052E-02
180.00 1.80E-02 8.946E-02
200.00 2.07E-02 8.740E-02
225.00 2.30E-02 8.492E-02
250.00 2.45E-02 8.257E-02
275.00 2.56E-02 8.034E-02
300.00 2.65E-02 7.823E-02
325.00 2.72E-02 7.624E-02
350.00 2.79E-02 7.436E-02
375.00 2.86E-02 7.258E-02
400.00 2.92E-02 7.090E-02
450.00 3.06E-02 6.778E-02
500.00 3.20E-02 6.497E-02
550.00 3.34E-02 6.242E-02
600.00 3.49E-02 6.009E-02
650.00 3.64E-02 5.796E-02
700.00 3.78E-02 5.600E-02
800.00 4.07E-02 5.252E-02
900.00 4.35E-02 4.951E-02
1000.00 4.63E-02 4.688E-02
1100 4.89E-02 4.455E-02
1200 5.16E-02 4.248E-02
1300 5.41E-02 4.063E-02
1400 5.66E-02 3.895E-02
1500 5.91E-02 3.743E-02
1600 6.15E-02 3.604E-02
1700 6.38E-02 3.477E-02
1800 6.60E-02 3.359E-02
2000 7.04E-02 3.150E-02
2250 7.57E-02 2.927E-02
2500 8.08E-02 2.737E-02
2750 8.61E-02 2.574E-02
3000 9.14E-02 2.431E-02
3250 9.70E-02 2.306E-02
3500 1.03E-01 2.194E-02
3750 1.09E-01 2.094E-02
4000 1.15E-01 2.004E-02
4500 1.28E-01 1.847E-02
5000 1.42E-01 1.716E-02
5500 1.55E-01 1.604E-02
6000 1.69E-01 1.507E-02
6500 1.83E-01 1.423E-02
7000 1.97E-01 1.348E-02
8000 2.23E-01 1.223E-02
9000 2.49E-01 1.121E-02
10000 2.72E-01 1.036E-02
11000 2.94E-01 9.640E-03
12000 3.14E-01 9.025E-03
13000 3.33E-01 8.490E-03
14000 3.50E-01 8.021E-03
15000 3.66E-01 7.605E-03
16000 3.80E-01 7.235E-03
17000 3.94E-01 6.902E-03
18000 4.07E-01 6.601E-03
20000 4.30E-01 6.077E-03
22500 4.55E-01 5.538E-03
25000 4.77E-01 5.094E-03
27500 4.96E-01 4.721E-03
30000 5.14E-01 4.403E-03
32500 5.31E-01 4.128E-03
35000 5.46E-01 3.889E-03
37500 5.61E-01 3.677E-03
40000 5.74E-01 3.489E-03
45000 5.99E-01 3.170E-03
50000 6.21E-01 2.908E-03
55000 6.41E-01 2.688E-03
60000 6.60E-01 2.502E-03
65000 6.76E-01 2.342E-03
70000 6.90E-01 2.202E-03
80000 7.15E-01 1.970E-03
90000 7.35E-01 1.785E-03
100000 7.50E-01 1.634E-03
110000 7.62E-01 1.508E-03
120000 7.71E-01 1.401E-03
130000 7.77E-01 1.309E-03
140000 7.81E-01 1.229E-03
150000 7.84E-01 1.159E-03
160000 7.85E-01 1.097E-03
170000 7.84E-01 1.042E-03
180000 7.86E-01 9.923E-04
200000 7.85E-01 9.068E-04
225000 7.74E-01 8.196E-04
250000 7.64E-01 7.485E-04
275000 7.53E-01 6.894E-04
300000 7.40E-01 6.395E-04
325000 7.28E-01 5.966E-04
350000 7.15E-01 5.595E-04
375000 7.02E-01 5.269E-04
400000 6.89E-01 4.982E-04
450000 6.64E-01 4.496E-04
